GENE	293A_WT_T22_AB_XF498	293A_LKB1_T22_AB	293A_PTEN_T22_AB	293A_VHL_T22_AB	293A_BAP1NUMBER2_16_T25_AB	293A_CDH1NUMBER2_15_T24_AB	293A_NF2NUMBER2_3_T24_AB	293A_WT_T21_AB_XF646	293A_PBRM1_T25_AB	293A_SETD2_T24_AB	293A_WT_T20_AB_XF804	293A_ARID1A_T21_AB	293A_NF1_T24_AB	293A_RB1_T21_AB	293A_TP53_T21_AB	293A_WT_T21_AB_XF821	293A_KEAP1_T22_AB	293A_g53BP1#1_T22_AB
ACACB	-13.46	-15.159	-15.103	-13.527	-16.348	-7.178	-8.963	-11.693	-15.963	-13.155	-14.995999999999999	-11.894	-7.772	-13.297	-8.263	-7.405	-8.26	-3.477
ACAD10	-18.112	-7.829	-18.922	-10.12	-9.427	-12.479000000000001	-4.9319999999999995	-23.151999999999997	-17.961	-8.282	-17.547	-12.31	-12.856	-8.158999999999999	-16.275	-7.89	-3.795	-8.946
ACAD11	-18.299	-14.626	-20.055	-19.14	-18.015	-19.928	-8.269	-20.225	-19.952	-16.735	-21.775	-25.324	-11.187000000000001	-20.885	-8.132	-17.836	-12.075	-15.56
ACAD8	-16.043	-11.03	-18.298	-10.309	-14.154000000000002	-21.559	-12.53	-12.593	-22.07	-18.457	-16.798	-21.151999999999997	-16.677	-18.489	-9.692	-15.949000000000002	-20.227	-27.175
ACAD9	2.777	7.292000000000002	13.521	1.999	15.765	-4.309	-4.95	13.147	-0.602	-11.255999999999998	8.408999999999999	-12.583	1.2109999999999999	14.437999999999999	2.305	6.277	12.155	13.08
ACADL	-21.793000000000006	-11.584	-29.066	-12.308	-14.720999999999998	-17.487000000000002	-17.326	-19.983	-22.743000000000002	-20.428	-21.153000000000002	-25.346	-11.119000000000002	-17.421	-11.565999999999999	-13.31	-21.340999999999998	-20.28
ACADM	-3.902	-2.432	3.26	0.583	0.914	-3.0010000000000003	-3.957	5.524	1.666	-4.063	3.093	-3.2230000000000003	2.4019999999999997	-0.44	-0.113	-0.243	-3.928	15.186
ACADS	-12.640999999999998	-10.62	-20.209	-14.202	-12.673	-23.146	-2.946	-9.019	-13.913	-14.472000000000001	-10.942	-10.817	-8.552	-15.065999999999999	-7.596	-9.966000000000001	-11.696	-17.404
ACADSB	-16.099	-5.862	-11.14	-10.306	-5.942	-14.763	-15.432	-18.573	-18.194000000000003	-11.032	-9.988	-22.66	-7.444	-16.579	-4.9510000000000005	-6.925	-9.98	-24.247
ACADVL	-22.003	-16.69	-19.434	-14.915	-18.232	-20.561	-15.071	-15.94	-14.283	-13.165	-15.977	-16.986	-6.121	-9.525	-6.968999999999999	-15.5	-7.669	-6.546
ACAN	-29.227	-20.084	-22.749	-7.893	-27.116	-19.660999999999998	-18.067	-27.397	-15.899000000000001	-28.666999999999998	-22.230999999999998	-24.29	-20.744	-20.015	-16.083	-15.24	-20.651999999999997	-20.202
ACAP1	-20.993	-13.504	-12.749	-16.172	-16.723	-10.821	-14.269	-22.605	-7.943	-14.878	-14.212	-16.939	7.877999999999999	-11.517999999999999	-13.032	-14.227	-1.7	-18.458
ACAP2	-20.923	-15.630999999999998	-16.573	-11.601	-20.285	-16.369	-15.386	-18.929000000000002	-11.475	-10.622	-18.046	-23.695999999999998	-11.265	-16.123	-6.737	-18.488	-15.479000000000001	-22.068
ACAP3	6.202000000000001	7.947	-0.721	0.758	0.207	1.4669999999999999	0.882	-0.067	2.963	3.937	-5.808	-4.4430000000000005	4.426	0.7390000000000001	3.9410000000000003	2.83	1.0090000000000001	-17.396
ACAT1	-27.16	-10.103	-23.083	-14.783	-18.976	-13.780999999999999	-9.334	-14.175999999999998	-12.38	-21.804000000000002	-16.384	-23.324	-15.286	-14.372	-12.130999999999998	-14.255999999999998	-12.265999999999998	-18.35
ACAT2	-18.621	-11.807	-17.71	-4.621	-9.61	-21.127	-18.201	-19.68	-9.806000000000001	-14.24	-10.382	-19.962	-19.197	-7.476	-11.224	-9.984	-9.11	-12.657
ACBD3	-14.505999999999998	-9.646	-9.158	-4.62	-16.594	-7.095	-11.613	-15.009	-13.362	-13.94	-14.302999999999999	-13.55	-6.087999999999999	-9.136000000000001	-7.843	-8.047	-9.466000000000001	-20.52
ACBD4	0.87	-7.3679999999999986	-4.242	-8.368	-11.325	-7.712999999999999	-12.232000000000001	-15.029000000000002	-4.971	-0.8759999999999999	-2.092	-10.856	7.598	2.6689999999999996	6.63	-1.133	3.677	-0.797
ACBD5	-20.658	-15.738	-23.694000000000006	-7.131	-13.216	-14.151	-4.418	-19.723	-17.083	-21.221	-17.352999999999998	-18.363	-4.689	-11.863	-4.897	-17.915	-10.779000000000002	-13.089
ACBD6	-4.94	-3.891	-1.3330000000000002	-7.305	-4.68	-10.02	-5.506	-4.603	-15.853	-19.45	-7.935	-23.578000000000003	-3.1069999999999998	-18.407	-1.558	-11.267000000000001	-6.63	-17.901
ACBD7	-27.111	-23.705	-28.959	-18.92	-21.264	-26.073	-19.21	-27.955	-21.578000000000003	-11.5	-27.160999999999998	-28.853	-12.277000000000001	-26.842	-16.945	-20.157	-26.415	-30.819000000000006
ACCS	-13.979	-4.14	-15.239	-7.317	-13.296	-17.555	-9.9	-20.266	-11.905	-10.072000000000001	-16.176	-16.254	-3.4189999999999996	-7.796	-4.688	-3.313	-7.757999999999999	-11.109000000000002
ACCSL	-12.787	-7.626	-18.588	-5.362	-12.372	-18.742	-15.413	-8.246	-13.629000000000001	-7.11	-10.36	-14.647	-4.69	-9.354	-6.9479999999999995	-11.761	-7.768	-13.224
ACD	-16.583	-9.554	-16.433	-9.928	-7.053999999999999	-2.639	-2.207	-9.105	-10.454	-6.575	-9.16	-12.940999999999999	6.86	14.294	1.8980000000000001	-5.944	-3.406	-11.546
ACE	-16.635	-6.039	-12.522	-11.601	-12.45	-13.575	-11.997	-14.106	-10.394	-1.5290000000000001	-21.576	-11.955	-5.936	-8.855	-9.841000000000001	-13.241	-4.686	-22.882
ACE2	-26.48	-22.494	-25.439	-20.657	-14.765999999999998	-20.104	-15.036	-23.307	-16.357	-22.037	-22.842	-32.316	-15.189	-17.839000000000002	-17.778	-16.28	-18.048	-11.953
ACER1	-16.043	-14.706	-12.366	-17.185	-4.012	-15.637	-21.52	-9.035	-11.907	-17.679000000000002	-10.633	-10.794	-8.455	-13.344000000000001	-12.472000000000001	-13.89	-4.499	-14.379
ACER2	-19.141	-15.081	-17.905	-9.942	-18.845	-12.712	-17.964000000000002	-11.47	-7.7589999999999995	-6.474	-26.125999999999998	-26.061	-9.655	-17.088	-9.74	-16.073	-8.449	-12.911
ACER3	-8.259	-8.328	-6.259	-11.443	-4.619	-9.539	-5.966	-7.84	-4.706	-8.604	-6.242000000000001	-15.624	-4.548	-8.787	-2.174	-4.063	-15.898	-9.581
ACHE	-8.323	-0.934	2.435	-2.512	-16.871	-6.729	-5.315	-11.083	-1.777	-15.604000000000001	-8.959	-16.292	-6.602	-8.925	-9.465	0.379	-3.9360000000000004	-9.73
ACIN1	-15.63	-15.341	-11.623	-10.85	-9.258	-10.720999999999998	-6.869	-15.735	-16.669	-20.930999999999997	-16.357	-14.637	-2.85	-3.852	-2.792	-7.93	-4.752	-10.752
ACKR2	-25.687	-13.648	-23.083	-15.579	-13.08	-20.539	-23.42	-28.57	-24.476	-28.976	-22.281999999999996	-23.765	-13.633	-25.088	-13.194	-22.631999999999998	-28.041999999999998	-20.643
ACKR3	-28.696	-16.498	-26.678	-12.675	-18.219	-19.092	-15.937999999999999	-24.414	-25.459	-22.682	-21.151	-24.447	-11.625	-24.146	-13.399000000000001	-14.828	-20.269000000000002	-21.24
ACKR4	-16.637999999999998	-3.333	-13.159	-10.024	-9.177	-9.387	-10.12	-8.059	-13.315	-9.761000000000001	-12.100999999999999	-9.384	-8.001	-11.741	-11.206	-11.857999999999999	-9.285	1.209
ACLY	-6.114	-13.996	-6.18	-7.745	-6.428	-4.883	-2.875	-10.625	-9.548	-6.824	-7.565	-13.767000000000001	1.2930000000000001	16.415	5.617000000000001	-0.6729999999999999	7.365	-3.851
ACMSD	-25.834	-16.242	-19.555	-14.957	-17.358	-18.129	-13.594000000000001	-23.464000000000002	-28.237	-21.03	-28.381	-28.340999999999998	-7.541	-17.671	-19.522000000000002	-22.682	-19.3	-16.148
ACN9	-10.653	-19.001	-12.061	-11.08	-7.085	-10.177	-10.645	-14.439	-9.176	-16.503	-27.818	-31.055999999999997	-11.95	-15.827	-9.352	-10.994000000000002	-10.63	-12.904000000000002
ACO1	-31.484	-19.107	-30.65	-22.532	-25.247	-26.021	-21.818	-32.02	-25.613000000000003	-29.2	-29.511999999999997	-32.821	-13.814	-31.55	-16.778	-28.96	-23.145	-28.471
ACO2	8.383	-6.664	-3.76	-17.012	25.486	2.85	2.861	11.93	15.884	7.507000000000001	7.721	-0.879	4.875	0.63	7.349	2.9330000000000003	5.771	2.6860000000000004
ACOT11	-13.568	-15.646	-11.928	-7.075	-20.892	-16.301	-9.726	-23.721	-11.65	-13.522	-13.526	-18.324	-9.892999999999999	-14.972000000000001	-6.916	-5.805	-14.097999999999999	-32.417
ACOT12	-18.155	-10.245	-18.103	-13.344	-16.624000000000002	-10.042	-9.376	-13.405999999999999	-14.352	-16.84	-15.595999999999998	-20.384	-11.449000000000002	-14.049000000000001	-4.953	-11.685	-12.296	-14.882
ACOT13	-19.168	-11.701	-14.759	-11.56	-16.430999999999997	-15.091	-12.575999999999999	-16.488	-13.139000000000001	-12.97	-15.974	-26.677	-14.204	-13.698	-11.369000000000002	-3.7	-11.924000000000001	-13.25
ACOT2	-18.252	-13.216	-12.001	-18.831	-12.734000000000002	-15.357999999999999	-15.755999999999998	-11.484000000000002	-16.397000000000002	-14.883	-15.145999999999999	-21.095	-9.699	-11.376	-2.1430000000000002	-9.255	-8.272	-19.035
ACOT4	-12.239	-14.23	-14.047	-14.373	-11.792	-11.745999999999999	-2.594	-9.191	-13.911	-16.419	-15.089	-22.658	0.16899999999999998	-5.647	-6.417999999999999	-6.353	-8.026	-12.001
ACOT6	-16.607	-8.371	-24.921	-20.467	-17.057000000000002	-14.309000000000001	-7.391	-17.835	-21.861	-13.116	-7.4639999999999995	-19.827	-11.15	-14.540999999999999	-13.963	-14.442	-11.014000000000001	-21.482
ACOT7	-12.925999999999998	-10.68	-17.857	-10.547	-18.76	-8.943999999999999	-12.572000000000001	-13.825	-4.313	-15.112	-12.488	-12.529000000000002	-3.41	-11.687999999999999	-11.888	-10.255	-5.167999999999999	-6.982
ACOT8	-30.529	-13.574000000000002	-29.546	-23.43	-21.243000000000002	-32.099000000000004	-16.229	-29.629	-14.546	-21.949	-27.035	-31.38	-11.714	-25.235	-17.186	-26.205	-23.43	-22.463
ACOT9	0.408	-5.0539999999999985	-8.22	-8.954	-4.737	-5.2589999999999995	12.064	-5.434	-7.742999999999999	-2.318	-0.079	-7.141	-0.612	-2.5839999999999996	1.9680000000000002	-1.361	4.213	1.274
ACOX1	-22.857	-14.573	-18.802	-19.652	-12.797	-16.7	-7.0329999999999995	-11.475999999999999	-11.216	-20.575	-15.036	-13.354000000000001	-8.118	-5.622999999999999	-13.265	-14.735	-7.92	-20.425
ACOX2	-14.261	-8.01	-15.137	-9.527	-15.779000000000002	-9.503	-11.498	-13.765	-8.922	-11.720999999999998	-8.844	-19.395	-1.54	-5.553	-2.052	-14.837	-5.834	-15.08
ACOX3	-21.036	-14.166	-13.879	-10.382	-15.398	-29.084	-18.744	-25.676	-17.177	-13.377	-19.253	-19.349	-5.095	-11.25	-2.6069999999999998	-8.195	-13.457	-27.675
ACOXL	-13.734000000000002	-3.706	-16.941	-7.365	-8.687000000000001	-17.917	-10.64	-14.030999999999999	-14.875	-9.57	-12.71	-19.887999999999998	-6.9270000000000005	-11.725	-4.019	-11.158	-10.994000000000002	-12.005999999999998
ACP1	-24.924	-16.143	-26.076	-17.945999999999994	-19.570999999999998	-29.026	-13.65	-25.392	-16.521	-24.146	-23.999000000000002	-28.73	-10.344000000000001	-21.498	-14.78	-18.612000000000002	-20.218	-17.906
ACP2	-21.712	-4.55	-10.306	-5.164	-5.202999999999999	-11.062999999999999	-11.14	-5.546	-9.593	-9.211	-11.057	-14.217	-7.337000000000001	-6.132000000000001	-0.759	-4.977	-7.935	-2.7510000000000003
ACP5	-12.21	-9.038	-4.202	-17.027	-5.949	-15.779000000000002	-18.765	-8.154	-4.562	-17.625	-15.83	-5.693	-6.626	-10.886	-5.933	-2.609	-1.5290000000000001	-10.514
ACP6	-11.145	-2.208	-9.558	-9.305	-9.972000000000001	-14.386	0.7390000000000001	-8.818999999999999	-9.237	-8.765	-8.193	-11.572000000000001	-9.427999999999999	-7.468999999999999	-7.534	-13.12	-7.443	-6.507999999999999
ACPL2	-15.008	-4.506	-22.944000000000006	-16.5	-12.917	-19.215	-14.159	-18.154	-9.676	-19.458	-17.485	-18.679000000000002	-14.892999999999999	-16.041	-9.287	-10.499	-6.3260000000000005	-15.975
ACPP	-18.325	-8.121	-14.039	-9.726	-23.018	-13.55	-4.602	-19.678	-17.991	-15.334000000000001	-14.949000000000002	-29.664	-5.917000000000001	-10.248	-9.677999999999999	-17.053	-24.993000000000002	-6.002000000000002
ACPT	-9.873	-13.882	-8.411	-19.365	-6.688	-1.043	-7.3870000000000005	-7.232	-12.818	-12.511	-7.653	-12.686	-8.757	-5.434	-7.245	-10.251	-6.805	-3.384
ACR	-1.314	0.319	4.59	-5.837999999999999	2.309	-1.16	-6.146	-5.818	-1.347	-2.585	0.529	-5.459	2.352	1.555	4.622	-4.522	3.9619999999999997	-2.957
ACRBP	-12.366	-4.624	-3.1830000000000003	-8.247	-7.734	-3.0789999999999997	-18.476	-11.468	-12.386	-6.348	-9.02	-14.319	-8.988	0.349	-9.179	-4.837	-0.171	-12.985
ACRC	-24.76	-17.845	-24.198	-15.543	-18.544	-23.439	-14.267999999999999	-26.625999999999998	-17.316	-19.758	-13.934000000000001	-26.318	-16.044	-22.676	-18.815	-18.799	-12.741	-21.892
ACRV1	-23.494	-11.978	-20.714	-14.785	-17.221	-26.849	-15.529000000000002	-27.081999999999997	-17.329	-19.1	-21.655	-24.660999999999998	-13.347999999999999	-22.61	-15.014000000000001	-15.725999999999999	-20.160999999999998	-25.536
ACSBG1	-28.343000000000004	-18.502	-20.545	-25.305	-25.631999999999998	-20.204	-17.111	-25.076999999999998	-15.875	-20.701999999999998	-18.041	-28.058000000000003	-11.29	-28.819000000000003	-15.950999999999999	-21.537	-24.269000000000002	-15.972
ACSBG2	-11.356	-16.297	-14.081	-16.734	-1.909	-13.73	-11.797	-12.585999999999999	-4.644	-13.918	-13.328	-22.566	-4.7989999999999995	-4.832	-7.43	-5.0680000000000005	-4.51	-18.896
ACSF2	-28.403	-14.983	-15.492	-12.93	-21.015	-27.146	-16.7	-14.489	-19.586	-15.843	-21.318	-22.166	-10.832	-6.704	-11.671	-10.72	-9.651	-24.281
ACSF3	-23.054	-12.161	-28.295	-17.848	-18.225	-19.959	-9.73	-23.51	-17.249000000000002	-22.893	-22.109	-18.033	-7.604	-20.162	-7.73	-12.463	-16.266	-17.256
ACSL1	-27.556	-22.709	-27.05	-17.022000000000002	-18.778	-28.997	-22.948	-29.631999999999998	-28.25	-29.791999999999998	-23.855999999999998	-29.176	-9.751	-21.935	-17.565	-20.354	-23.663	-28.431
ACSL3	-23.329	-15.633	-18.974	-18.458	-21.225	-22.148000000000003	-11.404000000000002	-29.471999999999998	-22.32	-16.48	-27.636	-27.505	-10.138	-30.851	-11.14	-18.293	-22.623	-33.231
ACSL4	-26.843000000000004	-15.837	-20.199	-14.405	-19.629	-22.805999999999997	-20.325	-21.85	-19.368	-25.084	-21.491	-30.083000000000002	-15.522	-22.256999999999998	-16.242	-25.32	-19.485	-24.017
ACSL5	-13.26	5.414	-18.358	-15.922	-13.489	-14.51	-12.949000000000002	-15.640999999999998	-14.897	-8.578	-20.162	-11.149000000000001	-9.731	-13.100999999999999	-8.38	-10.248	-8.92	-13.482
ACSL6	-24.409	-16.514	-20.886	-11.836	-23.141	-21.17	-15.377	-19.81	-19.839000000000002	-21.229	-15.950999999999999	-19.475	-8.699	-17.653	-14.935	-12.532	-18.596	-15.14
ACSM1	-22.457	-10.277	-23.784	-4.515	-12.515	-13.75	-24.316999999999997	-19.930999999999997	-14.825	-8.325	-17.402	-20.668000000000003	-3.841	-21.271	-18.81	-11.314	-17.977	-24.672
ACSM2A	-11.297	-7.546	-10.779000000000002	-5.814	-5.655	-5.95	-10.87	-12.034	-5.351	-11.165999999999999	-12.152000000000001	-12.383	-6.343	-13.741	-5.271	-0.741	-8.925	-5.8820000000000014
ACSM2B	-27.515	-23.661	-28.624	-19.312	-26.804000000000002	-23.093000000000004	-19.698	-29.72	-23.034000000000002	-27.674	-25.269000000000002	-30.143	-18.855999999999998	-26.776	-18.77	-18.542	-26.914	-29.962
ACSM3	-13.575	-11.323	-19.563	-14.385	-13.349	-11.467	-17.457	-20.857	-9.945	-19.034000000000002	-19.991	-13.052	-8.164	-8.286	-9.615	-10.475	-18.102999999999998	-16.584
ACSM4	-6.359	3.027	-6.782	1.804	-3.407	2.98	-11.845999999999998	-1.252	-8.587	-1.939	-10.68	-3.4960000000000004	-0.08	-9.259	-0.295	-6.216	1.9369999999999998	-10.003
ACSM5	-29.282	-23.066	-31.721	-12.273	-19.819000000000003	-18.901	-18.648	-27.796999999999997	-17.226	-21.250999999999998	-22.16	-32.135999999999996	-13.349	-16.516	-17.840999999999998	-13.105	-18.516	-31.894
ACSS1	-31.239	-15.944	-30.613000000000003	-23.052	-22.503	-26.101	-22.342	-25.486	-21.624000000000002	-27.24	-32.037	-32.405	-11.228	-15.538	-18.538	-18.759	-25.701	-21.311
ACSS2	-21.951	-12.295	-27.807	-13.838	-23.535	-16.024	-24.1	-18.744	-14.359000000000002	-16.969	-22.57	-25.93	-7.947	-18.711	-16.778	-23.997	-23.469	-21.324
ACSS3	-17.107	-11.165	-22.851	-15.049	-11.387	-10.622	-12.082	-13.025	-14.674000000000001	-19.817	-14.965	-20.936999999999998	-14.208	-17.11	-17.896	-16.730999999999998	-20.23	-26.062
ACTA1	-6.73	-1.907	2.8110000000000004	-8.591000000000001	6.367000000000001	-2.3080000000000003	-5.462999999999999	7.532	-0.7490000000000001	-3.193	-2.764	8.392000000000001	9.557	-6.441	-4.745	-8.314	-0.377	-6.546
ACTA2	-16.875999999999998	-9.127	-21.998	-10.619000000000002	-13.533	-9.877	-10.414000000000001	-24.028000000000002	-16.995	-15.395999999999999	-11.834000000000001	-18.354	-11.044	-18.333	-15.292	-6.621	-12.751	5.695
ACTB	-10.257	-7.984	-13.994000000000002	-2.037	-5.244	-10.134	-4.615	-17.854	-13.53	-20.64	-11.273	-16.623	-5.406000000000001	6.075	-3.9739999999999998	-5.776	-10.8	7.3610000000000015
ACTBL2	-18.859	-11.677	-18.783	-19.616	-17.417	-20.136	-13.401	-17.407	-13.614	-15.18	-15.51	-21.721	-2.266	-12.204	-15.946	-16.444000000000003	-16.039	-21.263
ACTC1	-24.161	-15.91	-14.806	-18.455	-20.888	-25.044	-9.672	-24.099	-13.655999999999999	-13.380999999999998	-19.899	-26.956999999999997	-17.910999999999998	-24.326999999999998	-26.596	-19.004	-20.340999999999998	-20.301
ACTG1	-0.14800000000000002	-5.874	0.28300000000000003	12.714	19.51	1.3130000000000002	18.93	11.802999999999999	-1.1420000000000001	1.094	1.675	-18.076	-3.859	-7.474	1.692	-2.7439999999999998	6.534	-5.734
ACTG2	-9.405	-1.919	-10.058	-13.894	-8.792	-2.274	-6.656000000000001	-14.811	-8.064	-12.866	-15.305	-18.408	-11.6	-20.934	-6.271	-15.520999999999999	-10.084	-19.699
ACTL10	-17.555	-2.435	-22.668000000000006	-10.485	-12.543	-20.352999999999998	-17.364	-15.562000000000001	-10.253	-13.876	-19.835	-29.803	-11.115	-10.017000000000001	-4.833	-7.294	-16.137	-9.495
ACTL6A	28.833	17.875999999999994	36.708	21.065	13.843	24.316	23.322	7.145	17.679000000000002	24.604	37.523	9.949	8.336	31.318	17.79	36.975	33.711	32.452
ACTL6B	-13.823	-4.901	-11.323	-11.246	1.818	0.011000000000000001	-7.622000000000001	-8.087	-2.447	-8.45	-10.939	-13.155	-5.805	-5.055	-11.366	-12.287	-7.127999999999999	-16.813
ACTL7A	-15.434	-3.942	-12.618	-5.8210000000000015	-6.037000000000001	0.106	-13.864	-9.945	-11.21	-14.687000000000001	-15.675	-14.290999999999999	-4.2989999999999995	-0.114	-3.295	-14.76	-6.321000000000001	-7.787000000000001
ACTL7B	-19.357	-9.407	-14.364	1.068	-14.015999999999998	-16.482	-12.88	-26.511	-16.625	-19.201	-21.502	-24.441999999999997	-5.5089999999999995	-13.52	-21.083000000000002	-17.569000000000003	-17.209	-16.639
ACTL8	-19.448	-16.058	-15.024	-17.858	-12.588	-27.456	-10.812000000000001	-16.384	-14.014000000000001	-18.205	-24.592	-17.942	-12.501	-21.964000000000002	-16.601	-11.800999999999998	-9.74	-18.661
ACTL9	-2.392	-7.2029999999999985	-2.319	-19.353	3.733	-16.155	-16.893	-9.406	-6.275	-11.062000000000001	-13.744000000000002	-12.84	-11.812000000000001	-2.536	-12.34	-4.376	-8.196	-16.881
ACTN1	-18.967	-16.352	-18.684	-11.477	-15.112	-6.443	-18.2	-21.381	-11.484000000000002	-14.214	-16.637	-20.415	-9.346	-25.593000000000004	-12.434000000000001	-20.237000000000002	-13.370999999999999	-24.568
ACTN2	-9.83	-16.965	-22.024	-5.766	-6.307	-16.688	-7.307	-4.225	-13.472000000000001	-12.345999999999998	-13.604000000000001	-17.811	-7.2620000000000005	-7.497000000000001	0.371	-16.011	-13.743	-4.3260000000000005
ACTN4	-10.503	-4.738	-10.796	-13.467	-2.116	-18.965999999999998	-22.243000000000002	-9.335	-12.529000000000002	-26.519000000000002	-10.991	-20.465	-19.761	-11.447000000000001	-12.765	-15.074000000000002	-12.207	-35.371
ACTR10	48.14	29.901	42.39	33.53	30.659000000000002	47.316	36.303000000000004	46.898	39.666	41.98	53.347	50.115	20.891	32.325	23.601999999999997	44.617	36.09	30.824
ACTR1A	46.208	30.973000000000006	49.449	26.846	38.039	44.773	36.759	32.85	36.393	19.237000000000002	40.15	50.611999999999995	18.422	42.858000000000004	33.164	29.686999999999998	33.644	38.55
ACTR1B	-1.832	7.582000000000002	-2.235	-1.409	0.574	6.037000000000001	-4.2589999999999995	-9.506	-3.931	-1.068	-9.924	-17.808	-4.314	-6.042999999999999	-3.5	-5.545	-15.147	2.846
ACTR2	60.438	21.046	58.14100000000001	32.721	44.56399999999999	56.478	29.479	64.874	50.232	34.479	53.483999999999995	48.747	21.426	60.206	29.27	45.138000000000005	49.816	32.302
ACTR3	38.853	2.301	50.844	15.155	39.747	25.023000000000003	27.522	31.664	34.881	29.592	30.971	36.098	4.496	40.111	24.07	35.876999999999995	40.452	34.87
ACTR3B	-9.081	-4.072	-8.349	-4.521	-13.630999999999998	-14.069	-10.770999999999999	-13.333	-6.502999999999999	-12.235	-9.443999999999999	-19.111	-4.8180000000000005	-4.806	-12.522	-5.035	-8.164	-13.691
ACTR3C	-12.449000000000002	-8.03	-14.264	-11.814	-13.377	-9.52	-6.322	-12.886	-6.185	-7.702000000000001	-8.162	-7.08	-6.122000000000001	-9.939	-3.653	-6.542999999999999	-10.195	-7.354
ACTR5	0.546	0.873	-7.266	-0.7020000000000001	-11.455	2.964	-4.269	-1.5019999999999998	9.172	-5.26	-2.612	-0.375	-10.902999999999999	-2.952	1.6340000000000001	0.461	7.952000000000001	18.882
ACTR6	24.2	0.4370000000000001	-0.35	7.317	7.306	18.292	-6.688	25.665	18.340999999999998	16.264	8.061	23.188000000000002	7.492999999999999	19.184	4.438	1.96	9.877	12.049
ACTR8	5.824	3.606	11.722	3.686	-1.112	14.492	7.898	9.193	5.945	17.842	4.898	12.353	3.562	12.489	-1.829	-2.847	11.251	18.608
ACTRT1	-11.166	-18.556	-18.764	-16.576	-17.282	-19.261	-12.935	-11.946	-14.175999999999998	-18.407	-14.333	-18.805	-10.043	-19.006	-9.357999999999999	-14.57	-20.69	-14.263
ACTRT2	-19.096	-15.106	-12.828	-16.851	-17.386	-17.799	-18.732	-18.972	-18.595	-13.555	-18.959	-22.455	-12.360999999999999	-24.2	-19.345	-16.7	-23.087	-25.965
ACTRT3	-10.97	-2.792	-6.53	-10.369000000000002	-16.383	-13.433	-3.092	-9.42	-0.057999999999999996	-13.337	-18.29	-18.359	0.945	-6.063	5.375	2.873	1.598	-5.0
ACVR1	-24.765	-18.04	-33.361	-17.766	-17.916	-30.487	-21.814	-25.766	-26.461	-21.616999999999997	-35.493	-41.198	-4.71	-28.485	-8.101	-20.753	-20.627	-19.154
ACVR1B	-3.738	5.403	-9.784	7.911	-7.042000000000001	4.325	4.101	2.041	-5.06	4.907	-0.9840000000000001	-5.672999999999999	-5.376	-3.225	4.71	-5.417000000000001	-5.361000000000001	-3.697
ACVR1C	-22.889	-16.55	-27.395	-14.640999999999998	-22.993000000000002	-25.141	-20.209	-26.503	-20.724	-24.813000000000002	-26.175	-29.066999999999997	-14.386	-15.686	-13.956	-17.147000000000002	-20.090999999999998	-24.64
ACVR2A	-28.812	-11.149	-26.11	-14.802	-22.17	-19.211	-15.164000000000001	-28.296999999999997	-22.869	-26.221999999999998	-22.910999999999998	-29.397	-10.943	-23.914	-17.335	-17.62	-18.057000000000002	-21.048
